SYMBOL,MKTCAP,SECTOR,INDUSTRY
PAAS,$3B (Small),Materials,Metals & Mining
PCRFY,$25B (Large),Consumer Discretionary,Household Durables
P,$3B (Small),Information Technology,Internet Software & Services
PNRA,$5B (Mid),Consumer Discretionary,"Hotels, Restaurants & Leisure"
PZZA,$3B (Small),Consumer Discretionary,"Hotels, Restaurants & Leisure"
PGRE,$3B (Small),Real Estate,Equity Real Estate Investment Trusts (REITs)
PRXL,$3B (Small),Health Care,Life Sciences Tools & Services
PRK,$2B (Small),Financials,Banks
PH,$19B (Mid),Industrials,Machinery
PE,$8B (Mid),Energy,"Oil, Gas & Consumable Fuels"
PRTY,$2B (Small),Consumer Discretionary,Specialty Retail
PTHN,$4B (Small),Health Care,Life Sciences Tools & Services
PEGI,$2B (Small),Utilities,Independent Power and Renewable Electricity Producers
PDCO,$4B (Mid),Health Care,Health Care Providers & Services
PTEN,$4B (Mid),Energy,Energy Equipment & Services
PAYX,$21B (Large),Information Technology,IT Services
PAYC,$3B (Small),Information Technology,Software
PCTY,$2B (Small),Information Technology,Software
PYPL,$47B (Large),Information Technology,IT Services
PBF,$2B (Small),Energy,"Oil, Gas & Consumable Fuels"
PCCWY,$4B (Mid),Telecommunication Services,Diversified Telecommunication Services
PDCE,$4B (Mid),Energy,"Oil, Gas & Consumable Fuels"
PSO,$8B (Mid),Consumer Discretionary,Media
PEB,$2B (Small),Real Estate,Equity Real Estate Investment Trusts (REITs)
PEGA,$3B (Small),Information Technology,Software
PENN,$1B (Small),Consumer Discretionary,"Hotels, Restaurants & Leisure"
PEI,$1B (Small),Real Estate,Equity Real Estate Investment Trusts (REITs)
PAG,$4B (Mid),Consumer Discretionary,Specialty Retail
PNR,$11B (Mid),Industrials,Machinery
PEN,$2B (Small),Health Care,Health Care Equipment & Supplies
PBCT,$6B (Mid),Financials,Banks
PEP,$144B (Large),Consumer Staples,Beverages
PFGC,$2B (Small),Consumer Staples,Food & Staples Retailing
PKI,$6B (Mid),Health Care,Life Sciences Tools & Services
PRGO,$12B (Mid),Health Care,Pharmaceuticals
PTR,$15B (Mid),Energy,"Oil, Gas & Consumable Fuels"
PBR,$40B (Large),Energy,"Oil, Gas & Consumable Fuels"
PFE,$192B (Large),Health Care,Pharmaceuticals
PCG,$29B (Large),Utilities,Electric Utilities
PM,$137B (Large),Consumer Staples,Tobacco
PSX,$44B (Large),Energy,"Oil, Gas & Consumable Fuels"
PSXP,$5B (Mid),Energy,"Oil, Gas & Consumable Fuels"
DOC,$2B (Small),Real Estate,Equity Real Estate Investment Trusts (REITs)
PDM,$3B (Small),Real Estate,Equity Real Estate Investment Trusts (REITs)
PPC,$4B (Mid),Consumer Staples,Food Products
PNFP,$3B (Small),Financials,Banks
PF,$6B (Mid),Consumer Staples,Food Products
PNW,$8B (Mid),Utilities,Electric Utilities
PXD,$32B (Large),Energy,"Oil, Gas & Consumable Fuels"
PJC,$1B (Small),Financials,Capital Markets
PBI,$3B (Small),Industrials,Commercial Services & Supplies
PAA,$13B (Mid),Energy,"Oil, Gas & Consumable Fuels"
PLNT,$2B (Small),Consumer Discretionary,"Hotels, Restaurants & Leisure"
PLT,$2B (Small),Information Technology,Communications Equipment
PAH,$3B (Small),Materials,Chemicals
PHI,$6B (Mid),Telecommunication Services,Wireless Telecommunication Services
PLXS,$2B (Small),Information Technology,"Electronic Equipment, Instruments & Components"
PNC,$54B (Large),Financials,Banks
PNM,$3B (Small),Utilities,Electric Utilities
PII,$6B (Mid),Consumer Discretionary,Leisure Products
POL,$3B (Small),Materials,Chemicals
POOL,$4B (Mid),Consumer Discretionary,Distributors
PLKI,$1B (Small),Consumer Discretionary,"Hotels, Restaurants & Leisure"
BPOP,$4B (Mid),Financials,Banks
POR,$4B (Small),Utilities,Electric Utilities
PKX,$17B (Mid),Materials,Metals & Mining
POST,$5B (Mid),Consumer Staples,Food Products
PNLYY,$2B (Small),Industrials,Air Freight & Logistics
POT,$15B (Mid),Materials,Chemicals
PCH,$2B (Small),Real Estate,Equity Real Estate Investment Trusts (REITs)
POWI,$2B (Small),Information Technology,Semiconductors & Semiconductor Equipment
PPG,$25B (Large),Materials,Chemicals
PPL,$23B (Large),Utilities,Electric Utilities
PRAA,$2B (Small),Financials,Consumer Finance
PRAH,$3B (Small),Health Care,Life Sciences Tools & Services
PX,$34B (Large),Materials,Chemicals
PDS,$2B (Small),Energy,Energy Equipment & Services
PINC,$4B (Mid),Health Care,Health Care Providers & Services
PBH,$2B (Small),Health Care,Pharmaceuticals
PCLN,$73B (Large),Consumer Discretionary,Internet & Direct Marketing Retail
PSMT,$3B (Small),Consumer Staples,Food & Staples Retailing
PRI,$3B (Small),Financials,Insurance
PRIM,$1B (Small),Industrials,Construction & Engineering
PFG,$17B (Mid),Financials,Insurance
PVTB,$4B (Mid),Financials,Banks
PRA,$3B (Small),Financials,Insurance
PG,$221B (Large),Consumer Staples,Household Products
PRGS,$1B (Small),Information Technology,Software
PGR,$19B (Mid),Financials,Insurance
PLD,$26B (Large),Real Estate,Equity Real Estate Investment Trusts (REITs)
PUODY,$3B (Small),Industrials,Transportation Infrastructure
PFPT,$3B (Small),Information Technology,Software
PB,$5B (Mid),Financials,Banks
PRTA,$2B (Small),Health Care,Biotechnology
PRLB,$1B (Small),Industrials,Machinery
PFS,$2B (Small),Financials,Thrifts & Mortgage Finance
PRU,$44B (Large),Financials,Insurance
PUK,$51B (Large),Financials,Insurance
PSB,$3B (Small),Real Estate,Equity Real Estate Investment Trusts (REITs)
PTC,$5B (Mid),Information Technology,Software
PEG,$21B (Large),Utilities,Multi-Utilities
PSA,$36B (Large),Real Estate,Equity Real Estate Investment Trusts (REITs)
PUBGY,$14B (Mid),Consumer Discretionary,Media
PHM,$6B (Mid),Consumer Discretionary,Household Durables
PBYI,$1B (Small),Health Care,Biotechnology
PSTG,$3B (Small),Information Technology,"Technology Hardware, Storage & Peripherals"
PVH,$8B (Mid),Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
QTWO,$1B (Small),Information Technology,Internet Software & Services
QEP,$5B (Mid),Energy,"Oil, Gas & Consumable Fuels"
QGEN,$7B (Mid),Health Care,Life Sciences Tools & Services
QRVO,$6B (Mid),Information Technology,Semiconductors & Semiconductor Equipment
QTS,$2B (Small),Real Estate,Equity Real Estate Investment Trusts (REITs)
QUAD,$1B (Small),Industrials,Commercial Services & Supplies
KWR,$2B (Small),Materials,Chemicals
QCOM,$97B (Large),Information Technology,Semiconductors & Semiconductor Equipment
QCP,$1B (Small),Real Estate,Equity Real Estate Investment Trusts (REITs)
QLYS,$1B (Small),Information Technology,Software
PWR,$5B (Mid),Industrials,Construction & Engineering
DGX,$12B (Mid),Health Care,Health Care Providers & Services
Q,$18B (Mid),Health Care,Life Sciences Tools & Services
QUNR,$4B (Mid),Consumer Discretionary,Internet & Direct Marketing Retail
RDN,$3B (Small),Financials,Thrifts & Mortgage Finance
RDUS,$2B (Small),Health Care,Biotechnology
RL,$9B (Mid),Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
RMBS,$1B (Small),Information Technology,Semiconductors & Semiconductor Equipment
RPT,$1B (Small),Real Estate,Equity Real Estate Investment Trusts (REITs)
GOLD,$7B (Mid),Materials,Metals & Mining
RRC,$9B (Mid),Energy,"Oil, Gas & Consumable Fuels"
RJF,$10B (Mid),Financials,Capital Markets
RYN,$3B (Small),Real Estate,Equity Real Estate Investment Trusts (REITs)
RTN,$44B (Large),Industrials,Aerospace & Defense
ROLL,$2B (Small),Industrials,Machinery
RLGY,$3B (Small),Real Estate,Real Estate Management & Development
RP,$2B (Small),Information Technology,Software
O,$14B (Mid),Real Estate,Equity Real Estate Investment Trusts (REITs)
RHT,$14B (Mid),Information Technology,Software
RRR,$3B (Small),Consumer Discretionary,"Hotels, Restaurants & Leisure"
RWT,$1B (Small),Financials,Mortgage Real Estate Investment Trusts (REITs)
RBC,$3B (Small),Industrials,Electrical Equipment
RGC,$3B (Small),Consumer Discretionary,Media
REG,$7B (Mid),Real Estate,Equity Real Estate Investment Trusts (REITs)
REGN,$39B (Large),Health Care,Biotechnology
RF,$17B (Mid),Financials,Banks
RGA,$8B (Mid),Financials,Insurance
RS,$6B (Mid),Materials,Metals & Mining
RENX,$15B (Mid),Industrials,Professional Services
RELX,$19B (Mid),Industrials,Professional Services
RNR,$5B (Mid),Financials,Insurance
RNST,$2B (Small),Financials,Banks
REPYY,$20B (Mid),Energy,"Oil, Gas & Consumable Fuels"
RSG,$19B (Mid),Industrials,Commercial Services & Supplies
RMD,$8B (Mid),Health Care,Health Care Equipment & Supplies
RH,$1B (Small),Consumer Discretionary,Specialty Retail
ROIC,$2B (Small),Real Estate,Equity Real Estate Investment Trusts (REITs)
RPAI,$4B (Small),Real Estate,Equity Real Estate Investment Trusts (REITs)
REV,$1B (Small),Consumer Staples,Personal Products
REXR,$1B (Small),Real Estate,Equity Real Estate Investment Trusts (REITs)
RXN,$2B (Small),Industrials,Machinery
RAI,$78B (Large),Consumer Staples,Tobacco
RICE,$5B (Mid),Energy,"Oil, Gas & Consumable Fuels"
RMP,$2B (Small),Energy,"Oil, Gas & Consumable Fuels"
RICOY,$6B (Mid),Information Technology,"Technology Hardware, Storage & Peripherals"
RNG,$2B (Small),Information Technology,Software
RIO,$54B (Large),Materials,Metals & Mining
RBA,$4B (Mid),Industrials,Commercial Services & Supplies
RAD,$8B (Mid),Consumer Staples,Food & Staples Retailing
RLI,$3B (Small),Financials,Insurance
RLJ,$3B (Small),Real Estate,Equity Real Estate Investment Trusts (REITs)
RMR,$1B (Small),Real Estate,Real Estate Management & Development
RHI,$6B (Mid),Industrials,Professional Services
RHHBY,$151B (Large),Health Care,Pharmaceuticals
ROK,$18B (Mid),Industrials,Electrical Equipment
COL,$12B (Mid),Industrials,Aerospace & Defense
RCI,$15B (Mid),Telecommunication Services,Wireless Telecommunication Services
ROG,$1B (Small),Information Technology,"Electronic Equipment, Instruments & Components"
ROL,$7B (Mid),Industrials,Commercial Services & Supplies
RYCEY,$16B (Mid),Industrials,Aerospace & Defense
ROP,$18B (Mid),Industrials,Industrial Conglomerates
ROST,$27B (Large),Consumer Discretionary,Specialty Retail
RDC,$2B (Small),Energy,Energy Equipment & Services
RY,$98B (Large),Financials,Banks
RBS,$29B (Large),Financials,Banks
RCL,$17B (Mid),Consumer Discretionary,"Hotels, Restaurants & Leisure"
RGLD,$5B (Mid),Materials,Metals & Mining
RES,$5B (Mid),Energy,Energy Equipment & Services
RPM,$7B (Mid),Materials,Chemicals
RRD,$1B (Small),Industrials,Commercial Services & Supplies
RSPP,$6B (Mid),Energy,"Oil, Gas & Consumable Fuels"
RWEOY,$7B (Mid),Utilities,Multi-Utilities
RYAAY,$20B (Mid),Industrials,Airlines
R,$4B (Mid),Industrials,Road & Rail
RHP,$3B (Small),Real Estate,Equity Real Estate Investment Trusts (REITs)
SPGI,$30B (Large),Financials,Capital Markets
STBA,$1B (Small),Financials,Banks
SBRA,$1B (Small),Real Estate,Equity Real Estate Investment Trusts (REITs)
SABR,$7B (Mid),Information Technology,IT Services
SAGE,$2B (Small),Health Care,Biotechnology
SAIA,$1B (Small),Industrials,Road & Rail
CRM,$48B (Large),Information Technology,Software
SBH,$4B (Small),Consumer Discretionary,Specialty Retail
SAFM,$2B (Small),Consumer Staples,Food Products
SANM,$2B (Small),Information Technology,"Electronic Equipment, Instruments & Components"
SNY,$103B (Large),Health Care,Pharmaceuticals
SC,$5B (Mid),Financials,Consumer Finance
SSLTY,$6B (Mid),Energy,"Oil, Gas & Consumable Fuels"
SAP,$98B (Large),Information Technology,Software
SPPJY,$3B (Small),Materials,Paper & Forest Products
SRPT,$2B (Small),Health Care,Biotechnology
SSL,$17B (Mid),Materials,Chemicals
BFS,$1B (Small),Real Estate,Equity Real Estate Investment Trusts (REITs)
SBAC,$12B (Mid),Telecommunication Services,Diversified Telecommunication Services
SCG,$10B (Mid),Utilities,Multi-Utilities
SLB,$118B (Large),Energy,Energy Equipment & Services
SCHL,$1B (Small),Consumer Discretionary,Media
SWM,$1B (Small),Materials,Paper & Forest Products
SAIC,$4B (Small),Information Technology,IT Services
SGMS,$1B (Small),Consumer Discretionary,"Hotels, Restaurants & Leisure"
SCRYY,$6B (Mid),Financials,Insurance
SMG,$5B (Mid),Materials,Chemicals
SNI,$9B (Mid),Consumer Discretionary,Media
SEB,$5B (Mid),Consumer Staples,Food Products
CKH,$1B (Small),Energy,Energy Equipment & Services
SDRL,$1B (Small),Energy,Energy Equipment & Services
STX,$11B (Mid),Information Technology,"Technology Hardware, Storage & Peripherals"
SEE,$9B (Mid),Materials,Containers & Packaging
SHLD,$1B (Small),Consumer Discretionary,Multiline Retail
SGEN,$9B (Mid),Health Care,Biotechnology
SEAS,$2B (Small),Consumer Discretionary,"Hotels, Restaurants & Leisure"
SEIC,$8B (Mid),Financials,Capital Markets
SIR,$2B (Small),Real Estate,Equity Real Estate Investment Trusts (REITs)
SEM,$2B (Small),Health Care,Health Care Providers & Services
SIGI,$2B (Small),Financials,Insurance
SEMG,$2B (Small),Energy,"Oil, Gas & Consumable Fuels"
SMI,$5B (Mid),Information Technology,Semiconductors & Semiconductor Equipment
SRE,$25B (Large),Utilities,Multi-Utilities
SMTC,$2B (Small),Information Technology,Semiconductors & Semiconductor Equipment
SNH,$4B (Mid),Real Estate,Equity Real Estate Investment Trusts (REITs)
ST,$6B (Mid),Industrials,Electrical Equipment
SXT,$3B (Small),Materials,Chemicals
SRG,$2B (Small),Real Estate,Equity Real Estate Investment Trusts (REITs)
SCI,$5B (Mid),Consumer Discretionary,Diversified Consumer Services
SERV,$5B (Mid),Consumer Discretionary,Diversified Consumer Services
NOW,$13B (Mid),Information Technology,Software
SFBS,$2B (Small),Financials,Banks
SHAK,$1B (Small),Consumer Discretionary,"Hotels, Restaurants & Leisure"
SHCAY,$8B (Mid),Consumer Discretionary,Household Durables
SJR,$9B (Mid),Consumer Discretionary,Media
SHLX,$5B (Mid),Energy,"Oil, Gas & Consumable Fuels"
SHEN,$1B (Small),Telecommunication Services,Wireless Telecommunication Services
SHW,$25B (Large),Materials,Chemicals
SHG,$18B (Mid),Financials,Banks
SFL,$1B (Small),Energy,"Oil, Gas & Consumable Fuels"
SHPG,$53B (Large),Health Care,Biotechnology
SSDOY,$10B (Mid),Consumer Staples,Personal Products
SHOP,$3B (Small),Information Technology,Internet Software & Services
SFLY,$2B (Small),Consumer Discretionary,Internet & Direct Marketing Retail
SSTK,$2B (Small),Information Technology,Internet Software & Services
SBGL,$2B (Small),Materials,Metals & Mining
SIEGY,$88B (Large),Industrials,Industrial Conglomerates
SBNY,$8B (Mid),Financials,Banks
SIG,$6B (Mid),Consumer Discretionary,Specialty Retail
SLGN,$3B (Small),Materials,Containers & Packaging
SLAB,$3B (Small),Information Technology,Semiconductors & Semiconductor Equipment
SIMO,$2B (Small),Information Technology,Semiconductors & Semiconductor Equipment
SPIL,$5B (Mid),Information Technology,Semiconductors & Semiconductor Equipment
SSRI,$1B (Small),Materials,Metals & Mining
SLW,$8B (Mid),Materials,Metals & Mining
SFNC,$2B (Small),Financials,Banks
SPG,$56B (Large),Real Estate,Equity Real Estate Investment Trusts (REITs)
SSD,$2B (Small),Industrials,Building Products
SMSMY,$2B (Small),Materials,Metals & Mining
SINA,$5B (Mid),Information Technology,Internet Software & Services
SBGI,$3B (Small),Consumer Discretionary,Media
SHI,$2B (Small),Materials,Chemicals
SIRI,$21B (Large),Consumer Discretionary,Media
SITE,$1B (Small),Industrials,Trading Companies & Distributors
SIX,$5B (Mid),Consumer Discretionary,"Hotels, Restaurants & Leisure"
SJW,$1B (Small),Utilities,Water Utilities
SKM,$14B (Mid),Telecommunication Services,Wireless Telecommunication Services
SKX,$4B (Mid),Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
SKYAY,$17B (Mid),Consumer Discretionary,Media
SKYW,$2B (Small),Industrials,Airlines
SWKS,$14B (Mid),Information Technology,Semiconductors & Semiconductor Equipment
SLG,$11B (Mid),Real Estate,Equity Real Estate Investment Trusts (REITs)
SLM,$4B (Mid),Financials,Consumer Finance
SM,$3B (Small),Energy,"Oil, Gas & Consumable Fuels"
SNN,$13B (Mid),Health Care,Health Care Equipment & Supplies
SWHC,$1B (Small),Consumer Discretionary,Leisure Products
SNA,$10B (Mid),Industrials,Machinery
LNCE,$3B (Small),Consumer Staples,Food Products
SQM,$3B (Small),Materials,Chemicals
SCGLY,$34B (Large),Financials,Banks
SDXAY,$16B (Mid),Consumer Discretionary,"Hotels, Restaurants & Leisure"
SOHU,$1B (Small),Information Technology,Internet Software & Services
SONC,$1B (Small),Consumer Discretionary,"Hotels, Restaurants & Leisure"
SON,$5B (Mid),Materials,Containers & Packaging
SNE,$35B (Large),Consumer Discretionary,Household Durables
BID,$2B (Small),Consumer Discretionary,Diversified Consumer Services
SJI,$3B (Small),Utilities,Gas Utilities
SSB,$2B (Small),Financials,Banks
SO,$46B (Large),Utilities,Electric Utilities
SCCO,$26B (Large),Materials,Metals & Mining
LUV,$29B (Large),Industrials,Airlines
SWX,$4B (Small),Utilities,Gas Utilities
SWN,$6B (Mid),Energy,"Oil, Gas & Consumable Fuels"
ONCE,$2B (Small),Health Care,Biotechnology
SPTN,$1B (Small),Consumer Staples,Food & Staples Retailing
SE,$28B (Large),Energy,"Oil, Gas & Consumable Fuels"
SEP,$13B (Mid),Energy,"Oil, Gas & Consumable Fuels"
SPB,$7B (Mid),Consumer Staples,Household Products
SR,$3B (Small),Utilities,Gas Utilities
SPR,$7B (Mid),Industrials,Aerospace & Defense
SAVE,$4B (Mid),Industrials,Airlines
SRC,$5B (Mid),Real Estate,Equity Real Estate Investment Trusts (REITs)
SPLK,$7B (Mid),Information Technology,Software
S,$32B (Large),Telecommunication Services,Wireless Telecommunication Services
SFM,$3B (Small),Consumer Staples,Food & Staples Retailing
SPSC,$1B (Small),Information Technology,Internet Software & Services
FLOW,$1B (Small),Industrials,Machinery
SQ,$5B (Mid),Information Technology,IT Services
SSNC,$6B (Mid),Information Technology,Software
JOE,$2B (Small),Real Estate,Real Estate Management & Development
STJ,$23B (Large),Health Care,Health Care Equipment & Supplies
STAG,$2B (Small),Real Estate,Equity Real Estate Investment Trusts (REITs)
STMP,$2B (Small),Information Technology,Internet Software & Services
SMP,$1B (Small),Consumer Discretionary,Auto Components
SXI,$1B (Small),Industrials,Machinery
SWK,$18B (Mid),Industrials,Machinery
STN,$3B (Small),Industrials,Professional Services
SPLS,$6B (Mid),Consumer Discretionary,Specialty Retail
SBUX,$83B (Large),Consumer Discretionary,"Hotels, Restaurants & Leisure"
STWD,$5B (Mid),Financials,Mortgage Real Estate Investment Trusts (REITs)
STRZA,$3B (Small),Consumer Discretionary,Media
STT,$30B (Large),Financials,Capital Markets
STO,$57B (Large),Energy,"Oil, Gas & Consumable Fuels"
STLD,$9B (Mid),Materials,Metals & Mining
SCS,$2B (Small),Industrials,Commercial Services & Supplies
SCL,$2B (Small),Materials,Chemicals
SRCL,$6B (Mid),Industrials,Commercial Services & Supplies
STE,$6B (Mid),Health Care,Health Care Equipment & Supplies
STL,$3B (Small),Financials,Banks
SHOO,$2B (Small),Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
SF,$3B (Small),Financials,Capital Markets
SWC,$2B (Small),Materials,Metals & Mining
STM,$9B (Mid),Information Technology,Semiconductors & Semiconductor Equipment
SEOAY,$6B (Mid),Materials,Paper & Forest Products
STOR,$4B (Small),Real Estate,Equity Real Estate Investment Trusts (REITs)
SYK,$42B (Large),Health Care,Health Care Equipment & Supplies
SUBCY,$4B (Mid),Energy,Energy Equipment & Services
SPH,$2B (Small),Utilities,Gas Utilities
SMFG,$53B (Large),Financials,Banks
INN,$1B (Small),Real Estate,Equity Real Estate Investment Trusts (REITs)
SUM,$2B (Small),Materials,Construction Materials
SMLP,$2B (Small),Energy,"Oil, Gas & Consumable Fuels"
SUI,$5B (Mid),Real Estate,Equity Real Estate Investment Trusts (REITs)
SUHJY,$38B (Large),Real Estate,Real Estate Management & Development
SLF,$24B (Large),Financials,Insurance
SU,$54B (Large),Energy,"Oil, Gas & Consumable Fuels"
SXL,$8B (Mid),Energy,"Oil, Gas & Consumable Fuels"
SUN,$3B (Small),Energy,"Oil, Gas & Consumable Fuels"
SHO,$3B (Small),Real Estate,Equity Real Estate Investment Trusts (REITs)
STI,$26B (Large),Financials,Banks
SMCI,$1B (Small),Information Technology,"Technology Hardware, Storage & Peripherals"
SPN,$3B (Small),Energy,Energy Equipment & Services
SVU,$1B (Small),Consumer Staples,Food & Staples Retailing
SCAI,$2B (Small),Health Care,Health Care Providers & Services
SGTZY,$17B (Mid),Energy,"Oil, Gas & Consumable Fuels"
SIVB,$8B (Mid),Financials,Banks
SWDBY,$26B (Large),Financials,Banks
SWFT,$3B (Small),Industrials,Road & Rail
SCMWY,$22B (Large),Telecommunication Services,Diversified Telecommunication Services
SYKE,$1B (Small),Information Technology,IT Services
SYMC,$15B (Mid),Information Technology,Software
SYNA,$2B (Small),Information Technology,Semiconductors & Semiconductor Equipment
SNCR,$2B (Small),Information Technology,Software
SYF,$28B (Large),Financials,Consumer Finance
SYRG,$2B (Small),Energy,"Oil, Gas & Consumable Fuels"
SYT,$36B (Large),Materials,Chemicals
SNX,$5B (Mid),Information Technology,"Electronic Equipment, Instruments & Components"
SNPS,$9B (Mid),Information Technology,Software
SNV,$5B (Mid),Financials,Banks
SYNT,$2B (Small),Information Technology,IT Services
SYY,$29B (Large),Consumer Staples,Food & Staples Retailing
TMUS,$45B (Large),Telecommunication Services,Wireless Telecommunication Services
TROW,$18B (Mid),Financials,Capital Markets
DATA,$3B (Small),Information Technology,Software
TSM,$150B (Large),Information Technology,Semiconductors & Semiconductor Equipment
TTWO,$4B (Mid),Information Technology,Software
TLN,$2B (Small),Utilities,Independent Power and Renewable Electricity Producers
TEGP,$4B (Mid),Energy,"Oil, Gas & Consumable Fuels"
TEP,$3B (Small),Energy,"Oil, Gas & Consumable Fuels"
SKT,$3B (Small),Real Estate,Equity Real Estate Investment Trusts (REITs)
TRGP,$10B (Mid),Energy,"Oil, Gas & Consumable Fuels"
TGT,$44B (Large),Consumer Discretionary,Multiline Retail
TARO,$4B (Mid),Health Care,Pharmaceuticals
TASR,$1B (Small),Industrials,Aerospace & Defense
TTM,$18B (Mid),Consumer Discretionary,Automobiles
TATYY,$4B (Mid),Consumer Staples,Food Products
OAOFY,$13B (Mid),Energy,"Oil, Gas & Consumable Fuels"
TCO,$4B (Mid),Real Estate,Equity Real Estate Investment Trusts (REITs)
TMHC,$2B (Small),Consumer Discretionary,Household Durables
TCP,$3B (Small),Energy,"Oil, Gas & Consumable Fuels"
TCB,$3B (Small),Financials,Banks
AMTD,$22B (Large),Financials,Capital Markets
TTDKY,$9B (Mid),Information Technology,"Electronic Equipment, Instruments & Components"
TEL,$24B (Large),Information Technology,"Electronic Equipment, Instruments & Components"
TMH,$3B (Small),Health Care,Health Care Providers & Services
TECD,$3B (Small),Information Technology,"Electronic Equipment, Instruments & Components"
TCLRY,$2B (Small),Consumer Discretionary,Media
TKPPY,$9B (Mid),Energy,Energy Equipment & Services
TTNDY,$7B (Mid),Consumer Discretionary,Household Durables
TCK,$14B (Mid),Materials,Metals & Mining
TGP,$1B (Small),Energy,"Oil, Gas & Consumable Fuels"
TGNA,$5B (Mid),Consumer Discretionary,Media
TEO,$2B (Small),Telecommunication Services,Diversified Telecommunication Services
TI,$12B (Mid),Telecommunication Services,Diversified Telecommunication Services
TDY,$4B (Mid),Industrials,Aerospace & Defense
TFX,$7B (Mid),Health Care,Health Care Equipment & Supplies
ERIC,$15B (Mid),Information Technology,Communications Equipment
VIV,$14B (Mid),Telecommunication Services,Diversified Telecommunication Services
TEF,$40B (Large),Telecommunication Services,Diversified Telecommunication Services
TKAGY,$4B (Small),Telecommunication Services,Diversified Telecommunication Services
TLK,$28B (Large),Telecommunication Services,Diversified Telecommunication Services
TELNY,$22B (Large),Telecommunication Services,Diversified Telecommunication Services
TDS,$3B (Small),Telecommunication Services,Wireless Telecommunication Services
TTEC,$1B (Small),Information Technology,IT Services
TLKGY,$3B (Small),Telecommunication Services,Diversified Telecommunication Services
TLSYY,$45B (Large),Telecommunication Services,Diversified Telecommunication Services
TU,$19B (Mid),Telecommunication Services,Diversified Telecommunication Services
TPX,$4B (Small),Consumer Discretionary,Household Durables
TS,$20B (Mid),Energy,Energy Equipment & Services
THC,$1B (Small),Health Care,Health Care Providers & Services
TNC,$1B (Small),Industrials,Machinery
TEN,$3B (Small),Consumer Discretionary,Auto Components
TDC,$3B (Small),Information Technology,IT Services
TER,$5B (Mid),Information Technology,Semiconductors & Semiconductor Equipment
TEX,$3B (Small),Industrials,Machinery
TX,$5B (Mid),Materials,Metals & Mining
TNH,$2B (Small),Materials,Chemicals
TERP,$2B (Small),Utilities,Independent Power and Renewable Electricity Producers
TRNO,$1B (Small),Real Estate,Equity Real Estate Investment Trusts (REITs)
TSRO,$7B (Mid),Health Care,Biotechnology
TSCDY,$21B (Large),Consumer Staples,Food & Staples Retailing
TSLA,$29B (Large),Consumer Discretionary,Automobiles
TSO,$10B (Mid),Energy,"Oil, Gas & Consumable Fuels"
TLLP,$5B (Mid),Energy,"Oil, Gas & Consumable Fuels"
TTEK,$2B (Small),Industrials,Commercial Services & Supplies
TEVA,$37B (Large),Health Care,Pharmaceuticals
TCBI,$4B (Small),Financials,Banks
TXN,$71B (Large),Information Technology,Semiconductors & Semiconductor Equipment
TPL,$2B (Small),Financials,Diversified Financial Services
TXRH,$3B (Small),Consumer Discretionary,"Hotels, Restaurants & Leisure"
TXT,$13B (Mid),Industrials,Aerospace & Defense
TFSL,$5B (Mid),Financials,Thrifts & Mortgage Finance
TXMD,$1B (Small),Health Care,Pharmaceuticals
TBPH,$1B (Small),Health Care,Pharmaceuticals
TMO,$56B (Large),Health Care,Life Sciences Tools & Services
TPRE,$1B (Small),Financials,Insurance
TRI,$32B (Large),Financials,Capital Markets
THO,$5B (Mid),Consumer Discretionary,Automobiles
TIF,$10B (Mid),Consumer Discretionary,Specialty Retail
TSU,$6B (Mid),Telecommunication Services,Wireless Telecommunication Services
TIME,$2B (Small),Consumer Discretionary,Media
TWX,$72B (Large),Consumer Discretionary,Media
TKR,$3B (Small),Industrials,Machinery
TIVO,$2B (Small),Information Technology,Software
TJX,$50B (Large),Consumer Discretionary,Specialty Retail
TKOMY,$33B (Large),Financials,Insurance
TOL,$5B (Mid),Consumer Discretionary,Household Durables
TMP,$1B (Small),Financials,Banks
TR,$1B (Small),Consumer Staples,Food Products
BLD,$1B (Small),Consumer Discretionary,Household Durables
TMK,$8B (Mid),Financials,Insurance
TTC,$6B (Mid),Industrials,Machinery
TD,$89B (Large),Financials,Banks
TOSYY,$16B (Mid),Industrials,Industrial Conglomerates
TOT,$114B (Large),Energy,"Oil, Gas & Consumable Fuels"
TSS,$9B (Mid),Information Technology,IT Services
TSEM,$2B (Small),Information Technology,Semiconductors & Semiconductor Equipment
TOWN,$2B (Small),Financials,Banks
TM,$175B (Large),Consumer Discretionary,Automobiles
TSCO,$10B (Mid),Consumer Discretionary,Specialty Retail
TAC,$2B (Small),Utilities,Independent Power and Renewable Electricity Producers
TRP,$38B (Large),Energy,"Oil, Gas & Consumable Fuels"
TDG,$13B (Mid),Industrials,Aerospace & Defense
RIG,$5B (Mid),Energy,Energy Equipment & Services
TRU,$5B (Mid),Industrials,Professional Services
TRV,$33B (Large),Financials,Insurance
TVPT,$2B (Small),Information Technology,IT Services
THS,$4B (Small),Consumer Staples,Food Products
TMICY,$5B (Mid),Information Technology,Software
TREX,$2B (Small),Industrials,Building Products
TRHF,$6B (Mid),Consumer Discretionary,Distributors
